"gene_name","Condition","Drug","Time","logFC","adj.P.Val"
"FAM229A","PIPD_8h","PIPD","8h",1.03118958463679,3.02455415282985e-08
"FAM229A","PIPD_24h","PIPD","24h",1.0495094681946,3.98551798451736e-08
"FAM229B","PIPD_8h","PIPD","8h",1.05289758601666,0.00906090978856329
"FAM24B","PIPD_24h","PIPD","24h",-1.3370552270104,2.43147796935948e-08
"FAM81A","PIPD_8h","PIPD","8h",-1.68085167081906,1.13495935726709e-07
"FAM81A","PIPD_24h","PIPD","24h",-1.04444733546683,0.000292837535962002
"FAM86B1","PIPD_24h","PIPD","24h",-1.30112830007906,6.81174396176465e-09
"FAM86C1P","PIPD_8h","PIPD","8h",-1.21531876511495,1.11655446814788e-09
"FAM86FP","PIPD_8h","PIPD","8h",1.16344522130239,0.0227773867492108
"FAM86JP","PIPD_24h","PIPD","24h",-1.48423925132013,6.73934102894707e-06
"FAM89B","PIPD_24h","PIPD","24h",1.33154952658822,1.17222270721726e-09
"FAM95B1","PIPD_4h","PIPD","4h",3.03871107983338,0.0365289909612859
"FANCI","PIPD_24h","PIPD","24h",-1.0842128733782,4.42670737502525e-14
"FAR2P1","PIPD_4h","PIPD","4h",1.12124207067887,0.0280786915195955
"FAS","PIPD_24h","PIPD","24h",-1.04701641745777,4.76171493923265e-16
"FAT1","PIPD_24h","PIPD","24h",-1.14317348081281,5.55082849875629e-13
"FAXDC2","PIPD_8h","PIPD","8h",1.13190281364552,2.47210552771326e-05
"FBXL2","PIPD_24h","PIPD","24h",1.26973849945965,3.84231480167297e-11
"FBXO5","PIPD_8h","PIPD","8h",-1.00627618697064,2.36886622346061e-10
"FEN1","PIPD_8h","PIPD","8h",-1.27822715725419,3.62093040543825e-09
"FERMT3","PIPD_4h","PIPD","4h",-1.42858412726084,0.00909360521834447
"FEZF1-AS1","PIPD_24h","PIPD","24h",1.7029287624248,2.35113965861506e-12
"FGF7P3","PIPD_24h","PIPD","24h",-1.21747863481135,0.0116253011968271
"FIGNL1","PIPD_24h","PIPD","24h",-1.20510112306816,1.00638836093946e-10
"FIP1L1","PIPD_24h","PIPD","24h",-1.04044544679381,3.52139827230367e-17
"FIRRE","PIPD_8h","PIPD","8h",-1.05455438885798,1.64685138958322e-07
"FKBP1B","PIPD_24h","PIPD","24h",1.13570610506239,1.19409387651048e-07
"FKBP4","PIPD_4h","PIPD","4h",-1.04855602581332,7.24118684131497e-10
"FKBP4","PIPD_8h","PIPD","8h",-1.36622361018549,6.03319665258122e-14
"FKBP5","PIPD_8h","PIPD","8h",-1.38918763574895,5.39457223368648e-17
"FKBP7","PIPD_24h","PIPD","24h",1.29961956604136,4.45169056532948e-06
"FLAD1","PIPD_8h","PIPD","8h",-1.09271722793577,9.10572936577173e-18
"FLVCR2","PIPD_24h","PIPD","24h",1.27511272888856,6.29569407372996e-12
"FMN1","PIPD_8h","PIPD","8h",1.18948267452003,6.65683388592235e-13
"FMO4","PIPD_8h","PIPD","8h",1.2399903381082,8.11876672368186e-09
"FMO4","PIPD_24h","PIPD","24h",1.21546312624685,3.35251794996656e-07
"FNBP1P1","PIPD_4h","PIPD","4h",1.17260227388818,0.00066364942090293
"FNIP1","PIPD_4h","PIPD","4h",1.36354539218498,8.68310276290786e-17
"FNIP2","PIPD_8h","PIPD","8h",-1.19238868096237,1.02625504837142e-10
"FOXN3","PIPD_4h","PIPD","4h",1.59618813906004,1.16873173552117e-19
"FOXQ1","PIPD_2h","PIPD","2h",1.08254710700641,2.6028928460951e-10
"FOXQ1","PIPD_4h","PIPD","4h",1.06160745153529,7.20923015784069e-11
"FSD1L","PIPD_24h","PIPD","24h",1.18669629070895,6.49372057368795e-11
"FSIP2","PIPD_4h","PIPD","4h",1.28892059946221,0.0148589398690362
"FUCA1","PIPD_24h","PIPD","24h",1.03985266391288,1.03469955902842e-25
"FXN","PIPD_8h","PIPD","8h",-1.16868084685283,2.51362151585454e-14
"GALC","PIPD_24h","PIPD","24h",1.03208600468705,2.12176741563106e-12
"GART","PIPD_24h","PIPD","24h",-1.09398837778694,3.45395678683821e-18
"GASAL1","PIPD_8h","PIPD","8h",1.11253123742757,8.21920394626717e-05
"GATA6","PIPD_24h","PIPD","24h",1.13697597948148,9.29849840874327e-11
"GCC2","PIPD_4h","PIPD","4h",1.05429981269,1.92493611643932e-17
"GCC2","PIPD_8h","PIPD","8h",1.03161370920989,1.35990286096603e-17
"GEMIN2","PIPD_24h","PIPD","24h",-1.06198627386992,2.35744881746102e-11
"GEMIN4","PIPD_4h","PIPD","4h",-1.05800850840152,1.06165301897467e-11
"GEMIN5","PIPD_8h","PIPD","8h",-1.19956169755529,7.93076842858666e-20
"GEMIN5","PIPD_24h","PIPD","24h",-1.11305863112447,7.37350016985933e-18
"GHITM","PIPD_24h","PIPD","24h",-1.07067457526883,2.17777859071769e-20
"GIPR","PIPD_8h","PIPD","8h",1.04657923018888,1.67925787239173e-06
"GIPR","PIPD_24h","PIPD","24h",1.16108474713089,4.68815345225575e-07
"GK","PIPD_24h","PIPD","24h",-1.80319924356052,5.80643481864634e-15
"GLMP","PIPD_24h","PIPD","24h",1.20468574964889,8.25431425304138e-20
"GMDS-DT","PIPD_8h","PIPD","8h",1.11100727216945,6.03398855466625e-08
"GMPPB","PIPD_8h","PIPD","8h",-1.01700330973581,2.55351166635349e-09
"GNB1L","PIPD_4h","PIPD","4h",-1.19508401917187,2.40411595571773e-10
"GNG7","PIPD_8h","PIPD","8h",1.22082572197419,0.0281864052824955
"GNL3","PIPD_8h","PIPD","8h",-1.31751103726465,1.19597544246239e-21
"GOLGA6L5P","PIPD_4h","PIPD","4h",1.2308383302356,0.0003181674798514
"GOLGA8O","PIPD_8h","PIPD","8h",1.16459667423806,0.0258379909594256
"GOLPH3-DT","PIPD_4h","PIPD","4h",1.34422165345093,0.00031192096583295
"GOLPH3L","PIPD_4h","PIPD","4h",1.17393556637816,1.4377620379817e-19
"GOT2P3","PIPD_8h","PIPD","8h",-1.1101893985655,0.0391203251778892
"GPR161","PIPD_24h","PIPD","24h",1.20675614076092,2.50522218934061e-17
"GPR50","PIPD_24h","PIPD","24h",1.60846586956057,4.47853220840317e-05
"GPR87","PIPD_24h","PIPD","24h",-1.11781427638328,0.00650771130414519
"GPX5","PIPD_4h","PIPD","4h",-1.06494154788698,0.00775602622823582
"GPX5","PIPD_8h","PIPD","8h",-1.35152637468151,0.00198098382758078
"GPX5","PIPD_24h","PIPD","24h",-2.12323413645302,0.000111153191434304
"GRAMD1C","PIPD_8h","PIPD","8h",1.31392052880594,5.63948295462902e-07
"GRIN2C","PIPD_4h","PIPD","4h",-1.08303273511043,0.00118812892547827
"GRN","PIPD_24h","PIPD","24h",1.38011607646142,4.90047422118559e-27
"GRPEL1","PIPD_4h","PIPD","4h",-1.03693410797831,9.07743728323702e-16
"GRPEL1","PIPD_8h","PIPD","8h",-1.17252959896508,6.36009697908844e-18
"GRPEL2","PIPD_8h","PIPD","8h",-1.00405008449143,0.000117661082461926
"GRPEL2","PIPD_24h","PIPD","24h",-1.6290435953235,1.26897692510411e-09
"GRWD1","PIPD_8h","PIPD","8h",-1.15550408363628,1.89958096955139e-18
"GS1-124K5.4","PIPD_24h","PIPD","24h",-1.22762026746407,0.00851449980936466
"GSN","PIPD_24h","PIPD","24h",1.19864418828938,1.10976855631819e-20
"GTF2IP13","PIPD_4h","PIPD","4h",1.05527167830148,1.14352120442884e-05
"GTF2IP4","PIPD_4h","PIPD","4h",1.13885715719987,1.91874669793236e-10
"GTF2IP4","PIPD_8h","PIPD","8h",1.24064402980547,1.1363943002641e-12
"GTF2IP4","PIPD_24h","PIPD","24h",1.37841390319238,2.29611366490878e-13
"GTF2IRD2","PIPD_8h","PIPD","8h",1.25522271216781,0.000322368029746273
"GTPBP4","PIPD_8h","PIPD","8h",-1.16990946665724,1.08682401088904e-19
"GTPBP4","PIPD_24h","PIPD","24h",-1.08217870574235,9.95465694108976e-19
"GUCY1B2","PIPD_8h","PIPD","8h",1.30864209577152,0.00231121542813277
"H1-2","PIPD_24h","PIPD","24h",1.23619105835991,1.80837417677239e-09
"H2AC20","PIPD_24h","PIPD","24h",-1.10652436021224,0.0380051307269453
"H2BC21","PIPD_4h","PIPD","4h",1.10617249000984,3.17303737323509e-06
"H3C8","PIPD_24h","PIPD","24h",1.07938204170366,0.0363400760524796
"H4C15","PIPD_4h","PIPD","4h",1.40566179757194,0.0159768925811521
"H6PD","PIPD_8h","PIPD","8h",1.11320906135916,1.76821336308796e-14
"HAUS7","PIPD_8h","PIPD","8h",-1.00185650703933,9.04981623605727e-11
"HAX1","PIPD_24h","PIPD","24h",-1.95106315177389,8.2556384875267e-16
"HCG27","PIPD_2h","PIPD","2h",1.1999975425386,0.00220920716730816
"HCG27","PIPD_4h","PIPD","4h",1.4102899049273,2.20171813232318e-05
"HEATR3","PIPD_8h","PIPD","8h",-1.18664409542199,3.2794215959539e-19
"HEG1","PIPD_8h","PIPD","8h",1.13165117824085,7.66173975973522e-10
"HEG1","PIPD_24h","PIPD","24h",1.01292404717164,7.6578505415995e-09
"HFE","PIPD_8h","PIPD","8h",1.1557486870211,3.13164987745996e-12
"HFE","PIPD_24h","PIPD","24h",1.02419127475417,9.51047403736925e-10
"HGH1","PIPD_8h","PIPD","8h",-1.26517758291507,3.29979606956642e-16
"HHLA2","PIPD_8h","PIPD","8h",1.11894579984833,8.50552152202096e-07
"HLA-E","PIPD_24h","PIPD","24h",1.20782529304657,2.5052369459266e-25
"HLCS","PIPD_24h","PIPD","24h",-1.02674204117317,7.12662214104666e-17
"HMBS","PIPD_24h","PIPD","24h",-1.02784914654427,1.7240396784267e-16
"HMGCL","PIPD_8h","PIPD","8h",1.28778546694668,2.07137137569107e-14
"HMGN2P5","PIPD_24h","PIPD","24h",-1.16698733427458,0.00434771765572871
"HNRNPA1P33","PIPD_24h","PIPD","24h",1.06973384468282,7.83518766009205e-09
"HNRNPAB","PIPD_8h","PIPD","8h",-1.09716578533556,1.38938223551015e-15
"HOMER1","PIPD_8h","PIPD","8h",-1.40658667877749,2.72746215205221e-20
"HOMER1","PIPD_24h","PIPD","24h",-1.10720704579671,1.5414741032729e-17
"HOXB13","PIPD_4h","PIPD","4h",1.03572671908509,9.99674139860701e-07
"HOXC13","PIPD_24h","PIPD","24h",-1.31131204434969,2.90219291169219e-07
"HS1BP3","PIPD_24h","PIPD","24h",1.25778211009565,1.06589371094306e-17
"HSP90AA6P","PIPD_8h","PIPD","8h",-1.12550953135569,0.000495782186724441
"HSPA1A","PIPD_24h","PIPD","24h",1.1872804979166,0.00355051141296785
"HSPA1B","PIPD_24h","PIPD","24h",1.54553349986374,2.06609482653127e-05
"HSPB8","PIPD_24h","PIPD","24h",1.20191170775537,6.75081462372576e-11
"HSPD1","PIPD_24h","PIPD","24h",-1.12652806326146,9.91794851798584e-17
"HSPD1P5","PIPD_8h","PIPD","8h",-1.54013207113357,0.0042054709965788
"HSPE1P3","PIPD_8h","PIPD","8h",-1.20168929163282,1.92720561692939e-05
"HSPG2","PIPD_24h","PIPD","24h",1.10892071184431,4.83757117402769e-10
"HSPH1","PIPD_8h","PIPD","8h",-1.05913345654887,6.05370990956931e-09
"HTR7P1","PIPD_8h","PIPD","8h",1.07966927623953,4.22765332160492e-09
"HTR7P1","PIPD_24h","PIPD","24h",1.12521898639538,2.92931718136681e-08
"IDNK","PIPD_8h","PIPD","8h",1.03253318001485,2.13942565355279e-05
"IFIT5","PIPD_24h","PIPD","24h",1.01221922464332,9.13788203598726e-09
"IFRD2","PIPD_8h","PIPD","8h",-1.29136640165349,2.72746215205221e-20
"IFRD2","PIPD_24h","PIPD","24h",-1.08929703609288,2.99190021616197e-17
"IFT140","PIPD_8h","PIPD","8h",1.18469287036275,3.7461303032532e-12
"IGFBP4","PIPD_8h","PIPD","8h",-1.22422852203056,4.98277678741519e-15
"IGFL2-AS1","PIPD_24h","PIPD","24h",1.01755520144959,5.97773445510341e-08
"IL17RC","PIPD_8h","PIPD","8h",1.24374000285575,1.62478665681527e-09
"IL20RA","PIPD_24h","PIPD","24h",-1.15493579906389,6.45144429171418e-05
"IL32","PIPD_24h","PIPD","24h",1.21153693583233,1.69885157983679e-10
"IMP4","PIPD_8h","PIPD","8h",-1.17728742017031,1.70127710526451e-20
"IMP4","PIPD_24h","PIPD","24h",-1.06035761252681,1.69174807021458e-18
"IMPDH2","PIPD_24h","PIPD","24h",-1.09138463160824,4.656903182239e-23
"INCA1","PIPD_24h","PIPD","24h",1.15176722569906,0.000192137919004462
"INPP5D","PIPD_24h","PIPD","24h",-1.5478814768731,8.65885400255893e-15
"INTS6","PIPD_24h","PIPD","24h",-1.17803898809279,5.07241764563439e-17
"INTS6-AS1","PIPD_8h","PIPD","8h",1.05052977085894,0.000126037195776793
"IRF1","PIPD_8h","PIPD","8h",1.02571211946891,1.49218654404231e-18
"IRF1","PIPD_24h","PIPD","24h",1.24980375686848,9.00308714874204e-24
"ISYNA1","PIPD_8h","PIPD","8h",1.04516132543092,0.000602312385661741
"ITGA1","PIPD_24h","PIPD","24h",-1.26693751227012,0.000601777624771897
"ITGA6","PIPD_24h","PIPD","24h",-1.18975693493779,2.63794760028601e-18
"ITGAX","PIPD_24h","PIPD","24h",1.22653050876855,7.53481200467325e-05
"ITM2B","PIPD_24h","PIPD","24h",1.11905572367326,2.45920928656597e-29
"ITPRIP","PIPD_24h","PIPD","24h",-1.3108585767885,1.02270651249102e-14
"JMJD1C-AS1","PIPD_24h","PIPD","24h",1.01225533027255,0.000184677897522845
"JMJD6","PIPD_4h","PIPD","4h",-1.38527560966309,8.81569070496566e-09
"JSRP1","PIPD_24h","PIPD","24h",1.0137592656568,0.0338218969199301
"KATNA1","PIPD_24h","PIPD","24h",-1.10230478034584,7.57165373677647e-13
"KATNB1","PIPD_24h","PIPD","24h",-1.3641214603696,3.83927168074433e-15
"KBTBD3","PIPD_8h","PIPD","8h",1.08905801122459,8.0696145969347e-05
"KCNMB1","PIPD_4h","PIPD","4h",-1.10165569245843,0.0106693008323941
"KDM4B","PIPD_4h","PIPD","4h",1.0326568925177,1.19013216633649e-15
"KDM4B","PIPD_8h","PIPD","8h",1.08644813890718,3.22037341038483e-17
"KDM4B","PIPD_24h","PIPD","24h",1.20427495931891,1.97393656078326e-19
"KIZ","PIPD_4h","PIPD","4h",1.08779672605544,2.91809432450366e-12
"KLC4","PIPD_4h","PIPD","4h",1.11515630930882,5.81082806754659e-11
"KLC4","PIPD_8h","PIPD","8h",1.316921382994,3.29533597902199e-16
"KLC4","PIPD_24h","PIPD","24h",1.08706535124498,2.37418105459301e-13
"KLF10","PIPD_1h","PIPD","1h",-1.08858045856463,1.70311099051928e-06
"KLF3","PIPD_24h","PIPD","24h",-1.08389866378381,4.32474578532912e-10
"KLF7","PIPD_4h","PIPD","4h",1.44678698515554,3.50109055709674e-13
"KLF7","PIPD_8h","PIPD","8h",1.0599198142585,2.94972308251729e-10
"KLHL3","PIPD_8h","PIPD","8h",1.46541755804101,4.50266868055694e-07
"KLRK1-AS1","PIPD_8h","PIPD","8h",1.25836671598438,6.28015956542059e-13
"KMT2E-AS1","PIPD_2h","PIPD","2h",1.08709126260769,0.0352717616438418
"KMT5A","PIPD_24h","PIPD","24h",-1.09291426045418,5.55014090750692e-24
"KRBA2","PIPD_4h","PIPD","4h",1.02912921008371,5.03395838941329e-05
"KRT17","PIPD_8h","PIPD","8h",1.09628638524057,4.33025166487226e-06
"KRT23","PIPD_8h","PIPD","8h",1.32979949663366,0.000370217535009586
"KRT6B","PIPD_24h","PIPD","24h",-2.18741991967195,0.00448353055099351
"KRT8P11","PIPD_8h","PIPD","8h",-4.89603513218812,0.0450254815709371
"KRT8P47","PIPD_8h","PIPD","8h",-4.89307401667646,0.0113072254378354
"KRT8P8","PIPD_8h","PIPD","8h",3.85551857487869,0.0498669574771308
"KRTAP5-AS1","PIPD_8h","PIPD","8h",1.2282479309557,3.795826612929e-06
"KTN1-AS1","PIPD_24h","PIPD","24h",-1.03996958265213,4.11677354979545e-06
"LAD1","PIPD_8h","PIPD","8h",-1.02907759671729,3.47285084505853e-15
"LAMB1","PIPD_8h","PIPD","8h",-1.02773571462573,2.21618093534134e-14
"LBX2","PIPD_4h","PIPD","4h",1.08096579705658,5.06349071548422e-06
"LBX2","PIPD_8h","PIPD","8h",1.19686128102022,5.51064029661307e-09
"LBX2-AS1","PIPD_4h","PIPD","4h",1.23953762572506,2.48552266346682e-13
"LCA5","PIPD_4h","PIPD","4h",1.1157219565612,4.54433948122077e-05
"LCA5","PIPD_24h","PIPD","24h",-1.34735918267806,1.21700247113033e-09
"LCP1","PIPD_24h","PIPD","24h",-1.64291021839705,0.0241535770853741
"LDHAP4","PIPD_8h","PIPD","8h",-1.00087492042869,1.79974462815743e-06
"LDLRAD2","PIPD_24h","PIPD","24h",1.30681251672971,0.00646196574582422
"LDLRAD3","PIPD_24h","PIPD","24h",-1.15041433809065,1.13733001265888e-13
"LENG1","PIPD_24h","PIPD","24h",-1.36110872883261,1.01756189539258e-12
"LGR4","PIPD_4h","PIPD","4h",1.02242402842167,7.06938560822944e-17
"LIAS","PIPD_24h","PIPD","24h",-1.19851042660422,1.59768098731142e-13
"LIFR-AS1","PIPD_4h","PIPD","4h",1.21839889638719,0.000480835029235503
"LIN54","PIPD_24h","PIPD","24h",-1.16524023820782,1.135061809981e-13
"LIN9","PIPD_24h","PIPD","24h",-1.11233916814441,2.17091364475268e-11
"LINC00174","PIPD_8h","PIPD","8h",1.13668435809274,9.52269611613147e-07
"LINC00239","PIPD_2h","PIPD","2h",-1.34615679289025,0.00744413524272716
"LINC00672","PIPD_8h","PIPD","8h",1.15528390979484,0.0108022917739301
"LINC00672","PIPD_24h","PIPD","24h",1.65091986736401,0.0017827664519188
"LINC00847","PIPD_4h","PIPD","4h",1.07753946143978,3.32304546000103e-09
"LINC00957","PIPD_4h","PIPD","4h",1.10342575549823,0.0142845115810962
"LINC00957","PIPD_8h","PIPD","8h",1.38003449212184,0.000192918453552668
"LINC01003","PIPD_24h","PIPD","24h",1.08247421182392,5.41557095104931e-08
"LINC01134","PIPD_4h","PIPD","4h",1.51658149441566,0.00451074342385788
"LINC01356","PIPD_24h","PIPD","24h",1.09315697958038,0.005471340929658
"LINC01594","PIPD_24h","PIPD","24h",1.25493992306703,2.72910984551227e-05
"LINC01801","PIPD_24h","PIPD","24h",1.70502737305892,0.000856888423865551
"LINC01836","PIPD_24h","PIPD","24h",1.11364519712002,3.69156556545551e-10
"LINC01977","PIPD_8h","PIPD","8h",1.02341605553903,0.00787999273316244
"LINC01977","PIPD_24h","PIPD","24h",1.48235898336402,0.000163189839842119
"LINC02021","PIPD_4h","PIPD","4h",1.20547498435875,0.00383940249195739
"LINC02035","PIPD_4h","PIPD","4h",1.04109891054759,5.63497871419157e-06
"LINC02035","PIPD_8h","PIPD","8h",1.27271128644276,4.335370264303e-08
"LINC02035","PIPD_24h","PIPD","24h",1.0561950920079,2.3561418722536e-07
"LINC02365","PIPD_8h","PIPD","8h",1.59770472553483,9.89796564063799e-08
"LINC02365","PIPD_24h","PIPD","24h",1.05810071582012,2.82594194110458e-05
"LINC02432","PIPD_24h","PIPD","24h",-1.3431339292306,0.00241036996824626
"LINC02552","PIPD_24h","PIPD","24h",-2.09275251960503,4.16193450276539e-05
"LINC02564","PIPD_4h","PIPD","4h",1.22157864224346,0.00923663376056256
"LINC02564","PIPD_8h","PIPD","8h",1.30073724514921,0.00122392611587253
"LINC02564","PIPD_24h","PIPD","24h",1.00132450389993,0.0127567148463812
"LINC02593","PIPD_24h","PIPD","24h",1.28522841002878,0.000360326443223549
"LINC02604","PIPD_4h","PIPD","4h",1.17146019092516,3.08203323446283e-06
"LINC02604","PIPD_8h","PIPD","8h",1.17052650557382,2.67079759149409e-07
"LINC02614","PIPD_4h","PIPD","4h",1.21318725151412,0.00415485008353438
"LINC02614","PIPD_8h","PIPD","8h",1.12307377444366,0.000251815340477631
"LINC02700","PIPD_24h","PIPD","24h",1.37172370396305,0.0222540899921304
"LINC02802","PIPD_4h","PIPD","4h",-1.14310424448222,0.000988712928923689
"LINC02822","PIPD_8h","PIPD","8h",1.73169217325166,0.0128652295738346
"LMNTD2","PIPD_8h","PIPD","8h",1.02069043674348,9.58678050268715e-06
"LNP1","PIPD_24h","PIPD","24h",-1.49325755635903,0.00426869697899571
"LOXL2","PIPD_4h","PIPD","4h",-1.64477003912725,0.0109519755659416
"LOXL2","PIPD_24h","PIPD","24h",1.30323568326323,0.00231764067775845
"LPAR5","PIPD_8h","PIPD","8h",1.19285860128542,9.08775990741672e-13
"LPAR5","PIPD_24h","PIPD","24h",1.12596324668706,9.7050646777892e-10
"LPCAT1","PIPD_24h","PIPD","24h",1.02885904915184,1.85302488565125e-16
"LPXN","PIPD_8h","PIPD","8h",1.19629425182456,0.00119446013231031
"LRATD2","PIPD_24h","PIPD","24h",-1.4689498429789,1.32620947409951e-08
"LRP4","PIPD_8h","PIPD","8h",-1.07259997106485,1.43806380848233e-07
"LRRC26","PIPD_24h","PIPD","24h",1.12624528570565,7.70056216783716e-05
"LRRC37A11P","PIPD_4h","PIPD","4h",1.03565819000686,0.0144773886445225
"LRRC37B","PIPD_4h","PIPD","4h",1.35446110605113,1.11119477330853e-13
"LRRC49","PIPD_24h","PIPD","24h",-1.35535828676166,1.53392990414286e-06
"LRRC59","PIPD_8h","PIPD","8h",-1.0907434351032,2.14586510704866e-23
"LRRC6","PIPD_24h","PIPD","24h",1.24996902253188,0.00638926390575589
"LRRC75A","PIPD_8h","PIPD","8h",1.13798380064799,2.69978902864113e-12
"LRRC75A","PIPD_24h","PIPD","24h",1.01300933415389,7.35260507612029e-12
"LRRC75B","PIPD_8h","PIPD","8h",1.18350261176412,1.78145343234901e-09
"LRRC75B","PIPD_24h","PIPD","24h",1.0325778748938,3.36607481622201e-10
"LRRC8B","PIPD_4h","PIPD","4h",-1.09339738826761,1.97440716858065e-15
"LRRC8B","PIPD_8h","PIPD","8h",-1.02847320465457,1.51308202989878e-14
"LRRC8D","PIPD_24h","PIPD","24h",-1.10783862395335,1.88512785641595e-13
"LTV1","PIPD_4h","PIPD","4h",-1.15075806496954,3.47911490549064e-15
"LTV1","PIPD_8h","PIPD","8h",-1.44859521073317,1.30179010227489e-18
"LTV1","PIPD_24h","PIPD","24h",-1.08630096346822,1.3182608005329e-13
"LUC7L2","PIPD_24h","PIPD","24h",-1.07691489257781,7.88705633612764e-19
"LYPD6B","PIPD_24h","PIPD","24h",-1.0363457362303,8.19030067326513e-12
"MAD2L1P1","PIPD_8h","PIPD","8h",-1.12030378154567,0.0375346355040892
"MAD2L1P1","PIPD_24h","PIPD","24h",-1.3488780299635,0.0414801132927565
"MAK16","PIPD_8h","PIPD","8h",-1.17050710836172,1.0055131588887e-15
"MAK16","PIPD_24h","PIPD","24h",-1.53121896240847,4.89765108799884e-21
"MAMDC4","PIPD_24h","PIPD","24h",-1.06776273127972,1.07722963420106e-06
"MANF","PIPD_24h","PIPD","24h",1.66382731184085,2.43442090056745e-12
"MAOA","PIPD_24h","PIPD","24h",-1.00482558838815,2.04222273075296e-07
"MAP2","PIPD_8h","PIPD","8h",1.36844821385816,1.05598441904693e-09
"MAP2","PIPD_24h","PIPD","24h",1.09511875771784,5.91601762549741e-09
"MAP3K14","PIPD_2h","PIPD","2h",-1.13768645493467,1.46083304108995e-08
"MAP3K14-AS1","PIPD_8h","PIPD","8h",1.2060126703541,4.95528858570845e-05
"MAP3K6","PIPD_24h","PIPD","24h",1.07797748479378,3.78564853085511e-12
"MAP6D1","PIPD_4h","PIPD","4h",-1.57834008741605,0.00941527088625668
"MAPK11","PIPD_24h","PIPD","24h",1.10335297233831,8.58006762487029e-09
"MARVELD1","PIPD_24h","PIPD","24h",1.06627710594289,2.12127707933524e-18
"MBOAT1","PIPD_24h","PIPD","24h",1.06964235355292,1.92445623924534e-11
"MCM8","PIPD_24h","PIPD","24h",-1.15061036994422,1.83379517544189e-15
"MDM2","PIPD_24h","PIPD","24h",-1.0124394150731,2.37673841074091e-20
"MECOM","PIPD_24h","PIPD","24h",-1.12936319030985,2.45076795385552e-10
"MED15P9","PIPD_4h","PIPD","4h",1.31921190262881,0.00135482490105653
"MED15P9","PIPD_8h","PIPD","8h",1.30402508688591,0.000190120183177721
"MELK","PIPD_24h","PIPD","24h",-1.21824504492077,2.58533850700396e-13
"METTL4","PIPD_24h","PIPD","24h",-1.34513291840464,6.68926283861636e-13
"METTL8","PIPD_8h","PIPD","8h",-1.1990828251101,6.70458881805439e-17
"MFSD4A","PIPD_4h","PIPD","4h",1.41915569237781,2.59460451892145e-05
"MGAT4A","PIPD_24h","PIPD","24h",1.12147669816315,4.17203098515006e-15
"MICALL1","PIPD_24h","PIPD","24h",-1.05363815233373,3.22829952881948e-19
"MICALL2","PIPD_24h","PIPD","24h",1.23014666535431,1.30225864179025e-10
"MID1IP1","PIPD_24h","PIPD","24h",-1.34791110946528,8.3362472523504e-10
"MINDY1","PIPD_4h","PIPD","4h",1.35956765181873,5.3635730674955e-15
"MINDY1","PIPD_8h","PIPD","8h",1.27706862083114,4.59653696038451e-16
"MINDY4","PIPD_8h","PIPD","8h",-1.36623946630639,1.02793280712922e-10
"MIOS-DT","PIPD_8h","PIPD","8h",-1.25738559777767,1.57951975242092e-07
"MIR200CHG","PIPD_24h","PIPD","24h",1.20953000022262,9.21181536380751e-05
"MIR29B2CHG","PIPD_24h","PIPD","24h",1.04377869236984,0.000164974491676098
"MIS18A","PIPD_24h","PIPD","24h",-1.19213440970715,1.23037991008959e-12
"MKLN1-AS","PIPD_8h","PIPD","8h",1.01742782367041,9.2199851067317e-06
"MNS1","PIPD_24h","PIPD","24h",-1.48507821420196,4.03741150600205e-06
"MNX1-AS1","PIPD_24h","PIPD","24h",-1.07634366986041,0.000286342921774449
"MOCS1","PIPD_24h","PIPD","24h",1.00153228981351,2.72703007111015e-08
"MON1A","PIPD_4h","PIPD","4h",-1.27472969168903,1.18192056547215e-11
"MON1A","PIPD_8h","PIPD","8h",-1.21898992575761,1.26620800997443e-11
"MON1A","PIPD_24h","PIPD","24h",-1.40231148577778,2.94718708894938e-12
"MOSPD3","PIPD_24h","PIPD","24h",1.09925059407763,7.0994785725418e-14
"MOV10","PIPD_24h","PIPD","24h",1.00369259935432,3.89997393171721e-22
"MPHOSPH6","PIPD_8h","PIPD","8h",-1.04795773018498,7.7041891036216e-14
"MPHOSPH9","PIPD_24h","PIPD","24h",-1.03185563378831,2.27895160193152e-13
"MPP3","PIPD_4h","PIPD","4h",-1.07722583324064,7.71686342431261e-07
"MRM1","PIPD_8h","PIPD","8h",-1.54234497409502,1.19030118526572e-15
"MRPL1","PIPD_24h","PIPD","24h",-1.03843627068553,7.73620941062203e-16
"MRPL12","PIPD_8h","PIPD","8h",-1.21297291153833,7.72243698863278e-18
"MRPL37","PIPD_24h","PIPD","24h",-1.01317673603741,1.26025054073936e-17
"MRPS31P4","PIPD_24h","PIPD","24h",-2.05307587183484,0.015720900905974
"MSH6","PIPD_8h","PIPD","8h",-1.00837184986879,5.29722851658469e-12
"MST1P2","PIPD_8h","PIPD","8h",1.39139658254717,0.0208741307720011
"MSTO2P","PIPD_8h","PIPD","8h",-1.15532844230318,0.00958857057718124
"MTARC1","PIPD_8h","PIPD","8h",-1.15525002446093,3.62010735039343e-13
"MTBP","PIPD_24h","PIPD","24h",-1.14101252007207,7.73272996859905e-13
"MTCL1","PIPD_8h","PIPD","8h",-1.11213049243825,3.05564104325907e-14
"MTFP1","PIPD_8h","PIPD","8h",-1.20640406717243,3.40980677034501e-14
"MTIF2","PIPD_24h","PIPD","24h",-1.01125194250433,1.13761627630579e-17
